model_id,alternative_name,category,split,quality,sysml_path,source_text_path,likert_score,similarity_percent,source_structure_score,source_behavior_score,source_data_score,token_recall_percent,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,tradespace_score,recommendation,source_keys
757,sysml_model_0757,medical,agent,B,data/000757/000757.sysml,data/000757/000757.txt,4,82.7,98.8,73.3,66.9,80.3,89.6,SENTINEL-Ready,100.0,76.0,88.8,92.0,95.7,100.0%,87.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
758,sysml_model_0758,medical,agent,B,data/000758/000758.sysml,data/000758/000758.txt,4,71.9,83.4,58.2,66.3,74.3,97.4,SENTINEL-Ready,100.0,96.8,93.3,100.0,99.3,99.7%,91.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
759,sysml_model_0759,medical,agent,A,data/000759/000759.sysml,data/000759/000759.txt,3,64.6,95.9,48.5,23.1,63.9,89.0,SENTINEL-Ready,90.0,80.1,88.5,98.0,96.7,99.8%,82.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
760,sysml_model_0760,electronics,agent,B,data/000760/000760.sysml,data/000760/000760.txt,3,57.3,69.8,40.1,55.2,59.7,89.2,SENTINEL-Ready,100.0,80.9,78.4,100.0,93.8,100.0%,81.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
761,sysml_model_0761,medical,agent,B,data/000761/000761.sysml,data/000761/000761.txt,4,66.7,86.8,43.5,55.7,70.6,96.0,SENTINEL-Ready,100.0,96.8,87.8,100.0,99.0,99.8%,88.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
762,sysml_model_0762,industrial,agent,B,data/000762/000762.sysml,data/000762/000762.txt,4,71,94.2,42.3,64.1,74,89.2,SENTINEL-Ready,97.5,76.6,83.8,100.0,97.2,99.6%,84.6,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
763,sysml_model_0763,medical,agent,B,data/000763/000763.sysml,data/000763/000763.txt,3,65,86.3,37.5,61.6,67.1,94.6,SENTINEL-Ready,97.5,91.2,90.3,100.0,98.6,99.8%,87.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
764,sysml_model_0764,electronics,agent,B,data/000764/000764.sysml,data/000764/000764.txt,4,78.3,93.7,65.9,58.5,82.4,93.9,SENTINEL-Ready,97.5,91.0,93.3,100.0,84.8,99.6%,89.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
765,sysml_model_0765,medical,agent,B,data/000765/000765.sysml,data/000765/000765.txt,4,66.4,79.1,51.7,56.3,71,89.2,SENTINEL-Ready,100.0,78.3,79.7,100.0,97.2,99.5%,83.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
766,sysml_model_0766,medical,agent,B,data/000766/000766.sysml,data/000766/000766.txt,2,44,50.5,32.5,47.7,44.9,95.9,SENTINEL-Ready,100.0,90.8,93.3,100.0,98.9,99.5%,82.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
767,sysml_model_0767,medical,agent,B,data/000767/000767.sysml,data/000767/000767.txt,3,53.6,74.9,45.6,14.4,57,90.2,SENTINEL-Ready,100.0,76.9,84.9,100.0,97.5,99.4%,81.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
768,sysml_model_0768,electronics,agent,B,data/000768/000768.sysml,data/000768/000768.txt,4,70.3,84.8,65.8,43.1,71.9,90.3,SENTINEL-Ready,100.0,78.3,85.7,97.5,97.0,100.0%,85.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
769,sysml_model_0769,electronics,agent,B,data/000769/000769.sysml,data/000769/000769.txt,4,71.3,93.4,51.3,49.3,75.9,85.0,Simulation-Ready,97.5,75.1,79.1,91.0,84.0,100.0%,81.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
770,sysml_model_0770,medical,agent,B,data/000770/000770.sysml,data/000770/000770.txt,4,74.2,87.5,77.3,33.1,77.9,77.2,Simulation-Ready,100.0,53.6,71.0,81.0,88.5,100.0%,76.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
771,sysml_model_0771,medical,agent,B,data/000771/000771.sysml,data/000771/000771.txt,4,68.2,80,59.5,57.7,67.6,92.9,SENTINEL-Ready,100.0,84.6,87.8,100.0,98.2,99.6%,86.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
772,sysml_model_0772,medical,agent,B,data/000772/000772.sysml,data/000772/000772.txt,3,53.6,77.8,32.4,34.5,54.8,88.9,SENTINEL-Ready,100.0,80.9,81.0,97.5,88.1,99.7%,80.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
773,sysml_model_0773,medical,agent,B,data/000773/000773.sysml,data/000773/000773.txt,3,61.2,67.4,56.9,49.8,64.4,86.4,SENTINEL-Ready,100.0,71.7,78.5,100.0,88.7,99.8%,80.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
774,sysml_model_0774,medical,agent,B,data/000774/000774.sysml,data/000774/000774.txt,4,68.1,85.3,50.2,53.2,72.9,95.2,SENTINEL-Ready,100.0,88.8,92.3,100.0,98.7,100.0%,88.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
775,sysml_model_0775,medical,agent,B,data/000775/000775.sysml,data/000775/000775.txt,3,64.4,83.7,53.2,32.1,69.8,92.6,SENTINEL-Ready,100.0,83.5,93.3,92.0,96.4,99.7%,85.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
776,sysml_model_0776,medical,agent,B,data/000776/000776.sysml,data/000776/000776.txt,4,70.3,88.5,60,39.1,75.4,81.5,Simulation-Ready,100.0,61.0,77.9,84.0,91.9,99.8%,78.8,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
777,sysml_model_0777,energy,agent,B,data/000777/000777.sysml,data/000777/000777.txt,3,58.6,71.7,49.4,39.7,62.1,87.9,SENTINEL-Ready,100.0,76.7,81.4,92.5,95.3,99.6%,80.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
778,sysml_model_0778,medical,agent,B,data/000778/000778.sysml,data/000778/000778.txt,3,47.3,65,40.1,19.7,47.6,82.7,Simulation-Ready,100.0,66.5,73.7,90.0,91.8,99.6%,73.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
779,sysml_model_0779,medical,agent,B,data/000779/000779.sysml,data/000779/000779.txt,3,65.3,74.9,62,49.3,65.5,94.8,SENTINEL-Ready,100.0,92.0,87.8,100.0,98.7,99.5%,87.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
780,sysml_model_0780,unknown,agent,B,data/000780/000780.sysml,data/000780/000780.txt,4,75.5,91.9,53,69.1,80.9,88.4,SENTINEL-Ready,90.0,84.3,85.6,92.5,95.5,100.0%,85.2,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
781,sysml_model_0781,medical,agent,A,data/000781/000781.sysml,data/000781/000781.txt,4,67,78.9,63.1,37.6,72.8,97.3,SENTINEL-Ready,100.0,96.8,94.0,100.0,95.9,100.0%,89.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
782,sysml_model_0782,electronics,agent,B,data/000782/000782.sysml,data/000782/000782.txt,4,73.7,86.8,64,55.7,77.3,92.9,SENTINEL-Ready,100.0,85.7,89.5,100.0,91.3,100.0%,88.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
783,sysml_model_0783,industrial,agent,B,data/000783/000783.sysml,data/000783/000783.txt,4,66.3,73.2,55.1,69.4,67,84.9,Simulation-Ready,92.5,70.9,77.9,100.0,96.1,100.0%,80.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
784,sysml_model_0784,industrial,agent,B,data/000784/000784.sysml,data/000784/000784.txt,4,75.7,94.3,60.6,55.3,78.7,75.3,Simulation-Ready,87.5,57.4,73.4,89.9,72.8,99.5%,75.2,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
785,sysml_model_0785,medical,agent,B,data/000785/000785.sysml,data/000785/000785.txt,3,54.6,70.8,45.5,24.5,60.6,91.5,SENTINEL-Ready,100.0,79.5,87.3,100.0,97.8,100.0%,82.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
786,sysml_model_0786,medical,agent,B,data/000786/000786.sysml,data/000786/000786.txt,4,66.1,81.8,56.6,40.1,70.6,94.4,SENTINEL-Ready,100.0,90.4,87.8,100.0,98.5,99.8%,87.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
787,sysml_model_0787,automotive,agent,B,data/000787/000787.sysml,data/000787/000787.txt,3,63.1,73.4,48.3,61.4,65.9,93.8,SENTINEL-Ready,100.0,82.0,94.0,100.0,98.4,99.6%,86.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
788,sysml_model_0788,medical,agent,B,data/000788/000788.sysml,data/000788/000788.txt,3,65,87.4,50.7,37.3,66.6,86.4,SENTINEL-Ready,100.0,71.2,77.0,98.0,96.0,99.0%,81.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
789,sysml_model_0789,medical,agent,B,data/000789/000789.sysml,data/000789/000789.txt,4,71.3,91.4,57,48.9,72.6,92.8,SENTINEL-Ready,95.0,86.3,90.7,100.0,98.1,99.4%,87.4,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
790,sysml_model_0790,medical,agent,B,data/000790/000790.sysml,data/000790/000790.txt,4,67.4,85,54.8,47.9,68.5,91.7,SENTINEL-Ready,100.0,73.5,94.0,100.0,97.8,99.4%,85.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
791,sysml_model_0791,industrial,agent,B,data/000791/000791.sysml,data/000791/000791.txt,4,67.3,84,50,60.9,66.5,92.5,SENTINEL-Ready,100.0,88.8,86.6,100.0,86.1,99.6%,86.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
792,sysml_model_0792,medical,agent,B,data/000792/000792.sysml,data/000792/000792.txt,4,68.9,80.2,58.5,56.4,72.3,93.0,SENTINEL-Ready,100.0,83.9,92.3,95.0,97.2,99.6%,87.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
793,sysml_model_0793,medical,agent,B,data/000793/000793.sysml,data/000793/000793.txt,3,63.9,78.9,47.7,55.5,65.8,93.6,SENTINEL-Ready,100.0,89.1,85.8,100.0,98.3,100.0%,86.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
794,sysml_model_0794,medical,agent,B,data/000794/000794.sysml,data/000794/000794.txt,4,79.5,98.1,73.9,50.6,77.6,78.8,Simulation-Ready,85.0,69.6,76.2,85.5,83.0,100.0%,79.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
795,sysml_model_0795,medical,agent,B,data/000795/000795.sysml,data/000795/000795.txt,3,56.9,83.1,35.7,31.2,59.1,91.7,SENTINEL-Ready,95.0,82.7,89.9,100.0,97.8,99.4%,83.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
796,sysml_model_0796,medical,agent,B,data/000796/000796.sysml,data/000796/000796.txt,4,66.3,87,48.4,47.4,68.5,89.7,SENTINEL-Ready,100.0,72.4,90.1,95.9,96.5,99.3%,83.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
797,sysml_model_0797,medical,agent,B,data/000797/000797.sysml,data/000797/000797.txt,3,64,81.3,53.5,47.3,61.8,93.5,SENTINEL-Ready,92.5,90.4,94.0,100.0,93.2,99.4%,86.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
798,sysml_model_0798,medical,agent,B,data/000798/000798.sysml,data/000798/000798.txt,4,76.9,88.9,67.9,58.9,81.1,91.8,SENTINEL-Ready,100.0,78.9,89.3,100.0,97.9,100.0%,88.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
799,sysml_model_0799,medical,agent,B,data/000799/000799.sysml,data/000799/000799.txt,3,65.8,87.2,43.7,50.2,69.6,94.8,SENTINEL-Ready,100.0,91.5,89.5,100.0,95.2,99.6%,87.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
800,sysml_model_0800,medical,agent,B,data/000800/000800.sysml,data/000800/000800.txt,4,66.8,79.8,49.8,58,72.7,95.4,SENTINEL-Ready,100.0,92.1,89.9,100.0,98.8,100.0%,88.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
801,sysml_model_0801,medical,agent,B,data/000801/000801.sysml,data/000801/000801.txt,4,67.2,77.4,49.7,71.2,69.5,94.4,SENTINEL-Ready,92.5,93.1,92.4,100.0,98.5,99.3%,87.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
802,sysml_model_0802,medical,agent,B,data/000802/000802.sysml,data/000802/000802.txt,4,68.6,79.5,56.9,56.9,73.3,95.6,SENTINEL-Ready,100.0,92.8,89.9,100.0,98.8,100.0%,88.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
803,sysml_model_0803,medical,agent,B,data/000803/000803.sysml,data/000803/000803.txt,4,74.6,95.6,59.1,50.5,76.9,95.1,SENTINEL-Ready,100.0,86.8,94.0,100.0,98.7,99.8%,90.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
804,sysml_model_0804,medical,agent,B,data/000804/000804.sysml,data/000804/000804.txt,3,60.8,85,37.5,37.6,66.9,94.1,SENTINEL-Ready,100.0,87.1,89.9,100.0,98.5,100.0%,85.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
805,sysml_model_0805,industrial,agent,B,data/000805/000805.sysml,data/000805/000805.txt,2,35.4,34.3,28.9,42.1,39.8,91.5,SENTINEL-Ready,95.0,83.4,89.1,100.0,96.1,99.3%,77.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
806,sysml_model_0806,industrial,agent,B,data/000806/000806.sysml,data/000806/000806.txt,4,73.9,81,70.4,65.1,73.3,95.1,SENTINEL-Ready,100.0,90.5,90.5,100.0,98.7,100.0%,89.8,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
807,sysml_model_0807,industrial,agent,B,data/000807/000807.sysml,data/000807/000807.txt,3,52.4,71.7,30.2,36.1,59.9,92.9,SENTINEL-Ready,100.0,88.0,84.4,100.0,98.2,99.5%,82.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
808,sysml_model_0808,medical,agent,B,data/000808/000808.sysml,data/000808/000808.txt,4,70.6,90.2,55,48,74.1,90.5,SENTINEL-Ready,97.5,80.4,86.0,99.9,95.8,99.4%,85.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
809,sysml_model_0809,industrial,agent,B,data/000809/000809.sysml,data/000809/000809.txt,4,74.6,90.1,57.3,68.1,75.8,95.6,SENTINEL-Ready,92.5,96.5,94.0,100.0,98.9,99.8%,90.4,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
810,sysml_model_0810,medical,agent,B,data/000810/000810.sysml,data/000810/000810.txt,4,70.7,84.8,59.4,49.8,76.4,84.6,Simulation-Ready,100.0,65.9,79.4,91.9,94.3,99.7%,81.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
